title,price,reference,image_url
pc portable hp 15-fd0045nk / i5-1334u / mx570a 2g / 24 go / windows 11 / gold,1959000.0,[A2AN8EA-24],
pc portable dell vostro 3520 / i7-1255u / 16 go / 512 go ssd / noir / windows 11,1959000.0,[633108-3520-16],
pc portable dell latitude 3540 / i5-1235u / 8 go / 512 go ssd / gris,1979000.0,[N049L354015EMEA],
"pc portable dell latitude 3540 / i5 13è gén / 12 go 256ssd 15.6"" fhd",1979000.0,[065302-3540-12],
pc portable dell latitude 3530 / i5 12è gén / 8 go / 512 go ssd,1989000.0,[3530-I5-512SSD],
pc portable asus vivobook 15 x1502va / i7 13è gén / 8 go / win11 / silver,1989000.0,[X1502VA-NJ233W],
pc portable hp 15-fd0046nk / i5-1334u / mx570 2g / 16 go / 512 go ssd / windows 11 / gold,1989000.0,[A0DB5EA-16],
pc portable dell vostro 3530 / i5-1335u / 32 go / noir,1995000.0,[N1808PVNB3530EM-32],
pc portable dell vostro 3520 / i7-1255u / 24 go / 512 go ssd / noir / windows 11,1999000.0,[633108-3520-24],
pc portable asus vivobook 17 x1704va / i5 13è gén / 12 go / win11 / bleu,1999000.0,[X1704VA-AU154W-12],
pc portable asus expertbook b1 b1500cep / i5 11è gén / 8 go / noir,1999000.0,[B1500CEP-EJ1201-2Y],
"pc portable dell latitude 3540 / i5 13è gén / 16 go 256ssd 15.6"" fhd",2009000.0,[065302-3540-16],
pc portable asus vivobook 15 x1502va / i7 13è gén / 12 go / win11 / silver,2009000.0,[X1502VA-NJ233W-12],
pc portable asus vivobook 17 x1704va / i5 13è gén / 16 go / win11 / bleu,2019000.0,[X1704VA-AU154W-16],
pc portable hp 15-fd0033nk / i5-1335u / 32 go / windows 11 / silver,2019000.0,[898D7EA-32],
pc portable dell inspiron 15 3530 / i5-1335u / mx550 2g / 8 go / 512 go / windows 11 / silver,2025000.0,[055055-3530],
pc portable hp 15-fd0046nk / i5-1334u / mx570 2g / 24 go / 512 go ssd / windows 11 / gold,2029000.0,[A0DB5EA-24],
pc portable dell vostro 3520 / i7-1255u / 16 go / 512 go ssd / windows 11 / noir,2029000.0,[633690-3520],
pc portable dell latitude 3440 / i5 13è gén /  8g 256ssd,2029000.0,[964475-3440],
pc portable dell latitude 3540 / i5-1235u / 16 go / 512 go ssd / gris,2039000.0,[N049L354015EMEA-16],
pc portable asus vivobook 15 x1502va / i7 13è gén / 16 go / win11 / silver,2049000.0,[X1502VA-NJ233W-16],
pc portable dell latitude 3440 / i5 13è gén / 12 go 256ssd,2049000.0,[964475-3440-12],
"pc portable dell latitude 3540 / i5 13è gén / 24 go 256ssd 15.6"" fhd",2059000.0,[065302-3540-24],
pc portable gamer hp victus gaming 15-fa1007nk / i5-13420h / rtx 2050 4g / 8 go / 512 go ssd / windows 11 / noir,2059000.0,[9U175EA],
pc portable dell vostro 3530 / i7-1355u / 8 go / 512 go ssd / noir,2065000.0,[N1601PVNB3530-UBU],
pc portable dell latitude 3540 / i5-1235u / 24 go / 512 go ssd / gris,2079000.0,[N049L354015EMEA-24],
pc portable msi thin gf63 12ucx 682xfr / i5-12450h / rtx 2050 4g / 8 go,2079000.0,[GF63-682XFR],
pc portable dell latitude 3440 / i5 13è gén / 16 go 256ssd,2089000.0,[964475-3440-16],
pc portable asus vivobook 15 x1502va / i7 13è gén / 24 go / win11 / silver,2089000.0,[X1502VA-NJ233W-24],
pc portable lenovo thinkbook 16 g7 iml / ultra 5 125u / 8 go ddr5 / gris avec sacoche offerte,2089000.0,[21MS000DFE-2Y],
pc portable gamer hp victus gaming 15-fa1007nk / i5-13420h / rtx 2050 4g / 16 go / 512 go ssd / windows 11 / noir,2109000.0,[9U175EA-16],
"pc portable dell latitude 3540 / i5 13è gén / 32 go 256ssd 15.6"" fhd",2115000.0,[065302-3540-32],
pc portable dell vostro 3530 / i7-1355u / 16 go / 512 go ssd / noir,2125000.0,[N1601PVNB3530-UBU-16],
pc portable dell latitude 3440 / i5 13è gén / 24 go 256 ssd,2129000.0,[964475-3440-24],
pc portable dell latitude 3540 / i5-1335u / 8 go / 512 go ssd,2139000.0,[N032L354015EMEA],
pc portable asus vivobook 16 x1605va / i7-13700h / 8 go / 512 go ssd,2139000.0,[X1605VA-MB472W],
pc portable gamer asus vivobook 16x s3605zf / i5-12500h / rtx 2050 4g / 8 go / 512 go / windows 11 / noir,2149000.0,[S3605ZF-N1342W],
pc portable lenovo ideapad flex 5 14iau7 / i5 1235u / 8 go / bleu,2149000.0,[82R700F0FG],
pc portable lenovo ideapad slim 3 15irh8 / i7-13620h / 16 go / 512 go ssd / gris,2159000.0,[83EM0096FE],
pc portable asus vivobook 16 x1605va / i7-13700h / 12 go / 512 go ssd,2159000.0,[X1605VA-MB472W-12],
pc portable dell latitude 3540 / i5-1335u / 12 go / 512 go ssd,2159000.0,[N032L354015EMEA-12],
pc portable lenovo thinkbook 16 g6 irl / i7-13700h / 8 go ddr5 / 512 go ssd / gris avec sacoche lenovo offert,2159000.0,[21KH0056FE-2Y],
pc portable gamer hp victus gaming 15-fa1007nk / i5-13420h / rtx 2050 4g / 24 go / 512 go ssd / windows 11 / noir,2159000.0,[9U175EA-24],
pc portable dell vostro 3530 / i7-1355u / 24 go / 512 go ssd / noir,2165000.0,[N1601PVNB3530-UBU-24],
pc portable asus expertbook b1 b1502cva / i7-1355u / 8 go / 512 go ssd / noir avec sacoche,2179000.0,[B1502CVA-NJ1267-2Y],
pc portable asus vivobook 15 x1502va / i9 13è gén / 8 go / win11 / silver,2179000.0,[X1502VA-NJ257W],
pc portable asus vivobook 15 x1502va / i9-13900h / 8 go / 512 go ssd / windows 11 / bleu,2179000.0,[X1502VA-NJ256W],
pc portable hp 15-fd0286nk / i7-1355u / 8 go / 512 go ssd / silver,2185000.0,[A2AQ2EA],
pc portable hp14-ek1001nk / i5 13è gén  / 8 go / win11 / silver,2189000.0,[845L4EA],
pc portable hp pavilion x360 2en1 14-ek1002nk / i5 13è gén  / 8 go / win11 / bleu,2189000.0,[873K2EA],
pc portable asus vivobook 16 x1605va / i7-13700h / 16 go / 512 go ssd,2199000.0,[X1605VA-MB472W-16],
pc portable asus vivobook 15 x1502va / i9 13è gén / 12 go / win11 / silver,2199000.0,[X1502VA-NJ257W-12],
pc portable dell latitude 3440 / i5 13è gén / 32 go 256ssd,2199000.0,[964475-3440-32],
pc portable asus vivobook 15 x1502va / i9-13900h / 12 go / 512 go ssd / windows 11 / bleu,2199000.0,[X1502VA-NJ256W-12],
pc portable lenovo thinkbook 16 g7 iml / ultra 5 125u / 16 go ddr5 / gris avec sacoche offerte,2199000.0,[21MS000DFE-2Y-16],
pc portable lenovo flex5   / i5 1235u / 8 go / 512ssd gris,2199000.0,[82R700K6FG-2Y],
pc portable dell latitude 3540 / i5-1335u / 16 go / 512 go ssd,2199000.0,[N032L354015EMEA-16],
pc portable hp 15-fd0286nk / i7-1355u / 12 go / 512 go ssd / silver,2201000.0,[A2AQ2EA-12],
pc portable gamer hp victus gaming 15-fa1007nk / i5-13420h / rtx 2050 4g / 32 go / 512 go ssd / windows 11 / noir,2205000.0,[9U175EA-32],
pc portable msi thin gf63 12ucx / i5-12450h / rtx 2050 4g / 8 go  + sac à dos g34 offert / windows 11 pro,2209000.0,[GF63-12UC-682XW11P],
pc portable msi thin gf63 12ucx-682xfr / i5-12450h / rtx 2050 4g / 12 go  + sac à dos g34 offert / windows 11 pro,2209000.0,[GF63-12-682X-12W11],
pc portable dell vostro 3530 / i7-1355u / 32 go / 512 go ssd / noir,2225000.0,[N1601PVNB3530-UBU-32],
pc portable gamer msi thin 15 b13u / i5-13420h / rtx 2050 4g / 8 go / 512 go ssd / gris cosmos,2235000.0,[B13UCX-2607XFR-SS],
pc portable asus vivobook 16 x1605va / i7-13700h / 24 go / 512 go ssd,2239000.0,[X1605VA-MB472W-24],
pc portable asus vivobook 16x s3605zf / i5-12500h / rtx 2050 4g / 8 go / 512 go / windows 11 / silver avec sac à dos asus,2239000.0,[S3605ZF-RP618W],
pc portable asus expertbook b1 b1502cva / i7-1355u / 16 go / 512 go ssd / noir avec sacoche,2239000.0,[B1502CVA-NJ1267-2Y-16],
pc portable asus vivobook 15 x1502va / i9-13900h / 16 go / 512 go ssd / windows 11 / bleu,2239000.0,[X1502VA-NJ256W-16],
pc portable msi thin gf63 12ucx-682xfr / i5-12450h / rtx 2050 4g / 16 go  + sac à dos g34 offert / windows 11 pro,2239000.0,[GF63-12-682X-16W11],
pc portable dell latitude 3540 / i5-1335u / 24 go / 512 go ssd,2239000.0,[N032L354015EMEA-24],
pc portable asus vivobook 15 x1502va / i9 13è gén / 16 go / win11 / silver,2239000.0,[X1502VA-NJ257W-16],
pc portable hp 15-fd0286nk / i7-1355u / 16 go / 512 go ssd / silver,2241000.0,[A2AQ2EA-16],
pc portable gamer hp victus gaming 15-fb0037nk / ryzen 5 5600h / rtx 3050 4g / 8 go /  512 go ssd / windows 11,2255000.0,[9U1B8EA],
pc portable asus vivobook 15x oled k3504va / i7-1355u / 16 go / 512 go ssd / windows 11 / silver,2259000.0,[K3504VA-MA531W-2Y],
pc portable asus zenbook 14 um425qa / ryzen 7 5800h / 8 go,2269000.0,[UM425QA-KI165W-2Y],
pc portable lenovo thinkbook 16 g7 iml / ultra 5 125u / 24 go ddr5 / gris avec sacoche offerte,2269000.0,[21MS000DFE-2Y-24],
pc portable hp 15-fd0286nk / i7-1355u / 24 go / 512 go ssd / silver,2271000.0,[A2AQ2EA-24],
pc portable gamer msi thin 15 b13u / i5-13420h / rtx 2050 4g / 8 go / 512 go ssd / gris cosmos sac à dos msi offert,2279000.0,[B13UCX-2607XFR],
pc portable asus vivobook 15 x1502va / i9-13900h / 24 go / 512 go ssd / windows 11 / bleu,2279000.0,[X1502VA-NJ256W-24],
pc portable asus vivobook 15 x1502va / i9 13è gén / 24 go / win11 / silver,2279000.0,[X1502VA-NJ257W-24],
pc portable asus expertbook b1 b1502cva / i7-1355u / 24 go / 512 go ssd / noir avec sacoche,2279000.0,[B1502CVA-NJ1267-2Y-24],
pc portable dell latitude 3520 / i5 11è gén / 8 go,2289000.0,[3520I51Y],
pc portable gamer msi thin 15 b13u / i5-13420h / rtx 2050 4g / 16 go / 512 go ssd / gris cosmos,2289000.0,[B13UCX-2607XFR-16-SS],
pc portable dell latitude 3540 / i5-1335u / 32 go / 512 go ssd,2294000.0,[N032L354015EMEA-32],
pc portable msi thin gf63 12ucx-682xfr / i5-12450h / rtx 2050 4g / 32 go + sac à dos g34 offert,2299000.0,[GF63-12U-682XFR-32],
pc portable lenovo ideapad flex 5 14alc7 / ryen 7 5700u / 8 go / gris,2299000.0,[82R900C7FG],
pc portable lenovo thinkbook 16 g7 iml / ultra 5 125u / 32 go ddr5 / gris avec sacoche offerte,2309000.0,[21MS000DFE-2Y-32],
pc portable gamer msi thin 15 b13u / i5-13420h / rtx 2050 4g / 24 go / 512 go ssd / gris cosmos,2329000.0,[B13UCX-2607XFR-24-SS],
pc portable gamer msi thin 15 b13u / i5-13420h / rtx 2050 4g / 16 go / 512 go ssd / gris cosmos sac à dos msi offert,2335000.0,[B13UCX-2607XFR-16],
pc portable dell vostro 3530 / i7-1355u / 12 go / noir,2369000.0,[V3530I7-12],
pc portable asus expertbook b1 b1402cva / i7-1355u / 16 go / 512 go ssd / noir,2369000.0,[B1402CVA-NK2617],
pc portable gamer msi thin 15 b13u / i5-13420h / rtx 2050 4g / 24 go / 512 go ssd / gris cosmos sac à dos msi offert,2379000.0,[B13UCX-2607XFR-24],
pc portable asus expertbook b1 b1502cva / i7-1355u / 16 go / 512 go ssd / noir,2389000.0,[B1502CVA-NJ2211],
pc portable asus vivobook 16 x1605va / i7-13700h /  40 go / 512 go ssd,2389000.0,[X1605VA-MB472W-40],
pc portable gamer msi thin 15 b13u / i5-13420h / rtx 2050 4g / 32 go / 512 go ssd / gris cosmos,2389000.0,[B13UCX-2607XFR-32-SS],
pc portable lenovo thinkpad e16 gen 1 / i5-13420h / 8 go / 512 go ssd / noir,2399000.0,[21JN00HSFE-2Y],
pc portable msi thin gf63 12ucx 681xfr / i7-12650h / rtx 2050 4g / 8 go + sac à dos msi g34 offert,2399000.0,[GF63-12UCX-681XFR],
pc portable hp probook 450 g10 / i5-1335u / 16 go / 512 go ssd / argent,2399000.0,[968W7ET-3Y],
pc portable asus vivobook 16x s3605zf / i7-12700h / 24 go / 512 go / windows 11 / silver avec sac à dos asus,2399000.0,[S3605ZF-N1501W-24],
pc portable dell vostro 3530 / i7-1355u / 16 go / noir,2408000.0,[V3530I7-16],
pc portable msi thin gf63 12ucx 681xfr / i7-12650h / rtx 2050 4g / 16 go,2409000.0,[GF63-681XFR-16],
pc portable msi thin gf63 12ucx 681xfr / i7-12650h / rtx 2050 4g / 8 go / windows 11 pro,2409000.0,[GF63-681XFR-W11P],
pc portable msi thin gf63 12ucx 681xfr / i7-12650h / rtx 2050 4g / 12 go + sac à dos msi g34 offert,2419000.0,[GF63-12U-681XFR-12],
"pc portable hp probook 450 / i5-1335u / 16 go / 256 go ssd / argent avec sacoche hp 15.6"" offerte",2419000.0,[85D05EA-2Y-16],
pc portable asus expertbook b1 b1502cva / i7-1355u / 40 go / 512 go ssd / noir avec sacoche,2425000.0,[B1502CVA-NJ1267-2Y-40],
pc portable asus expertbook b5 b5602cba / i5-1240p / 8 go ddr5 / 512 go ssd / noir,2425000.0,[B5602CBA-MB0776-3Y],
pc portable msi thin gf63 12ucx 681xfr / i7-12650h / rtx 2050 4g / 20 go,2429000.0,[GF63-681XFR-20],
pc portable msi thin gf63 12ucx 681xfr / i7-12650h / rtx 2050 4g / 12 go / windows 11 pro,2429000.0,[GF63-681XFR-12W11P],
pc portable asus expertbook b1 b1500ce / i5 11è gén / 8 go / 512 go ssd / noir,2429000.0,[B1500CE-BQ2850-W10],
pc portable hp probook 440 g10 / i5-1335u / 8 go / 512 go ssd / argent,2429000.0,[9G2L4ET-2Y],
pc portable asus expertbook b1 b1402cva / i7-1355u / 24 go / 512 go ssd / noir,2429000.0,[B1402CVA-NK2617-24],
pc portable gamer msi thin 15 b13u / i5-13420h / rtx 2050 4g / 32 go / 512 go ssd / gris cosmos sac à dos msi offert,2435000.0,[B13UCX-2607XFR-32],
pc portable lenovo thinkpad  i5-1335u / 8 go / 512ssd  / avec sac lenovo offert,2449000.0,[21JK009YFE-2Y],
pc portable dell vostro 3530 / i7-1355u / 24 go / noir,2449000.0,[V3530I7-24],
pc portable hp probook 450 g10 / i5-1335u / 24 go / 512 go ssd / argent,2459000.0,[968W7ET-3Y-24],
pc portable msi thin gf63 12ucx 681xfr / i7-12650h / rtx 2050 4g / 8 go / windows 11  + sac à dos msi g34 offert,2459000.0,[GF63-12UCX-681XFR-W11P],
pc portable msi thin gf63 12ucx 681xfr / i7-12650h / rtx 2050 4g / 16 go + sac à dos msi g34 offert,2459000.0,[GF63-12U-681XFR-16],
pc portable hp probook 450 g10 / i5-1335u / 16 go / 512 go ssd / windows 11 pro / argent,2459000.0,[968W7ET-3Y-W11P],
pc portable asus expertbook b1 b1402cva / i7-1355u / 32 go / 512 go ssd / noir,2469000.0,[B1402CVA-NK2617-32],
pc portable hp pavilion 15-eg3061nk / i7-1355u / 16 go / 512 go ssd / argent,2469000.0,[A19Q9EA],
pc portable msi thin gf63 12ucx 681xfr / i7-12650h / rtx 2050 4g / 16 go / windows 11pro,2469000.0,[GF63-681XFR-16W11P],
"pc pportable dell latitude 14"" / 5430 i5-1235u / 8g 256ssd / windows 11 pro",2469000.0,[861920-5430],
pc portable gamer msi thin 15 b13u / i7-13620h / rtx 2050 4g / 8 go / 512 go ssd / gris cosmos,2475000.0,[B13UCX-2606XFR-SS],
pc portable msi thin gf63 12ucx 681xfr / i7-12650h / rtx 2050 4g / 20 go + sac à dos msi g34 offert,2479000.0,[GF63-12U-681XFR-20],
pc portable hp 15-dw3040nk / i7-1165g7 / 24 go / silver,2483000.0,[53A15EA-24],
pc portable msi thin gf63 12ucx 681xfr / i7-12650h / rtx 2050 4g / 12 go / windows 11 + sac à dos msi g34 offert,2489000.0,[GF63-12U-681XFR-12-W11P],
pc portable hp probook 440 g10 / i5-1335u / 16 go / 512 go ssd / argent,2489000.0,[9G2L4ET-2Y-16],
pc portable msi thin gf63 12ucx 681xfr / i7-12650h / rtx 2050 4g / 24 go + sac à dos msi g34 offert,2499000.0,[GF63-12U-681XFR-24],
pc portable asus expertbook b1 b1502cba / i7-1255u / 16 go / 512 go ssd / windows 11 pro / noir,2499000.0,[B1502CBA-BQ0559X],
pc portable hp probook 450 g10 / i5-1335u / 32 go / 512 go ssd / argent,2499000.0,[968W7ET-3Y-32],
pc portable asus vivobook 17 x1704va / i7 13è gén / 16 go / win11 / bleu,2499000.0,[X1704VA-AU115W],
pc portable asus expertbook b5 b5602cba / i5-1240p / 16 go ddr5 / 512 go ssd / noir,2505000.0,[B5602CBA-MB0776-3Y-16],
pc portable asus vivobook s15 m3502qa / ryzen 7 5800h / 8 go / win11 / noir,2509000.0,[M3502QA-MA034W],
pc portable dell latitude 3540 / i7-1355u / 8 go / 512 go ssd / gris,2519000.0,[778503-3540],
pc portable gamer msi thin 15 b13u / i7-13620h / rtx 2050 4g / 8 go / 512 go ssd / gris cosmos sac à dos msi offert,2519000.0,[B13UCX-2606XFR],
pc portable hp probook 450 g10 / i5-1335u / 24 go / 512 go ssd / windows 11 pro / argent,2519000.0,[968W7ET-3Y-24W11P],
pc portable hp pavilion 15-eg3061nk / i7-1355u / 24 go / 512 go ssd / argent,2525000.0,[A19Q9EA-24],
pc portable dell vostro 3530 / i7-1355u / 32 go / noir,2529000.0,[V3530I7-32],
pc portable msi thin gf63 12ucx 681xfr / i7-12650h / rtx 2050 4g / 24 go / windows 11,2529000.0,[GF63-681XFR-24W11P],
pc portable hp probook 440 g10 / i5-1335u / 24 go / 512 go ssd / argent,2529000.0,[9G2L4ET-2Y-24],
pc portable msi gaming gf 63 12udx-214xfr / i5-12450h / rtx 3050 6g / 12 go,2529000.0,[GF63-214XFR-12],
pc portable gamer msi thin 15 b13u / i7-13620h / rtx 2050 4g / 16 go / 512 go ssd / gris cosmos,2529000.0,[B13UCX-2606XFR-16-SS],
pc portable lenovo thinkbook 16 g7 iml / ultra 7 155h / 8 go ddr5 / gris avec sac à dos offert,2539000.0,[21MS0013FE-2Y],
pc portable asus expertbook b5 b5602cba / i5-1240p / 24 go ddr5 / 512 go ssd / noir,2549000.0,[B5602CBA-MB0776-3Y-24],
pc portable msi thin gf63 12ucx 681xfr / i7-12650h / rtx 2050 4g / 32 go + sac à dos msi g34 offert,2559000.0,[GF63-12U-681XFR-32],
pc portable hp probook 450 g10 / i5-1335u / 32 go / 512 go ssd / windows 11 pro / argent,2559000.0,[968W7ET-3Y-32W11P],
pc portable gamer msi thin 15 b13u / i7-13620h / rtx 2050 4g / 24 go / 512 go ssd / gris cosmos,2569000.0,[B13UCX-2606XFR-24-SS],
"pc pportable dell latitude 14"" / 5430 i5-1235u / 24g 256ssd / windows 11 pro",2569000.0,[861920-5430--24],
pc portable asus expertbook b5 b5602cva / i5-1340p / 16 go ddr5 / 512 go ssd / noir,2569000.0,[B5602CVA-MB0545],
pc portable msi thin gf63 12ucx 681xfr / i7-12650h / rtx 2050 4g / 24 go + sac à dos msi g34 offert / windows 11 pro,2575000.0,[GF63-12U-681XFR-24-W11P],
pc portable gamer msi thin 15 b13u / i7-13620h / rtx 2050 4g / 16 go / 512 go ssd / gris cosmos sac à dos msi offert,2575000.0,[B13UCX-2606XFR-16],
pc portable hp pavilion 15-eg3061nk / i7-1355u / 32 go / 512 go ssd / argent,2579000.0,[A19Q9EA-32],
pc portable msi thin gf63 12ucx 681xfr / i7-12650h / rtx 2050 4g / 32 go / windows 11 pro,2579000.0,[GF63-681XFR-32W11P],
pc portable hp probook 440 g10 / i5-1335u / 32 go / 512 go ssd / argent,2589000.0,[9G2L4ET-2Y-32],
pc portable lenovo thinkpad e15 gen 4 / i5-1235u / 8 go avec sac lenovo t210,2589000.0,[21E600A3FE-2Y],
pc portable hp probook 450 g10 / i5-1335u / 12 go / 512 go ssd,2599000.0,[85D08EA-2Y-12],
pc portable dell latitude 3420 / i7 11è gén / 8 go,2609000.0,[3420I7],
pc portable gamer msi thin 15 b13u / i7-13620h / rtx 2050 4g / 24 go / 512 go ssd / gris cosmos sac à dos msi offert,2615000.0,[B13UCX-2606XFR-24],
pc portable asus expertbook b5 b5602cva / i5-1340p / 24 go ddr5 / 512 go ssd / noir,2619000.0,[B5602CVA-MB0545-24],
pc portable lenovo thinkbook 16 g7 iml / ultra 7 155h / 16 go ddr5 / gris avec sac à dos offert,2619000.0,[21MS0013FE-2Y-16],
pc portable lenovo yoga mince 6 14iap8 / i5-1240p / 8 go / 512 go ssd / gris / windows 11,2625000.0,[82WU0098FG-2Y],
pc portable msi thin gf63 12ucx 681xfr / i7-12650h / rtx 2050 4g / 32 go / windows 11 pro + sac à dos msi g34 offert,2629000.0,[GF63-12U-681XFR-32-W11P],
pc portable gamer msi thin 15 b13u / i7-13620h / rtx 2050 4g / 32 go / 512 go ssd / gris cosmos,2639000.0,[B13UCX-2606XFR-32-SS],
pc portable gamer lenovo ideapad gaming 3 15arh7 / ryzen 5 7535hs / rtx 4050 6g / 8 go ddr5 / 512 go ssd / windows 11 / gris,2639000.0,[82SB00SJFG-2Y],
pc portable lenovo thinkpad e16 / i5-1335u 13e gén / 8 go,2659000.0,[21JN0026FE-2Y],
pc portable asus expertbook b5 b5602cba / i5-1240p / 32 go ddr5 / 512 go ssd / noir,2665000.0,[B5602CBA-MB0776-3Y-32],
pc portable asus vivobook s 14 flip tp3402va / i5-13500h / 8 go / windows 11 / silver,2669000.0,[TP3402VA-LZ265W],
pc portable lenovo thinkpad e14 gen 5 / i5-1335u / 8 go / 512 go ssd / noir avec sacoche lenovo t210 offerte,2679000.0,[21JK008NFE-2Y],
pc portable lenovo thinkpad e14 gen 5 / i7-1355u / 16 go / 512 go ssd / noir avec sacoche lenovo t210 offerte,2679000.0,[21JK009VFE-2Y],
pc portable gamer msi thin 15 b13u / i7-13620h / rtx 2050 4g / 32 go / 512 go ssd / gris cosmos sac à dos msi offert,2685000.0,[B13UCX-2606XFR-32],
pc portable dell gaming g15 5535 / ryzen 5 7640hs / 8 go / 1 to ssd / rtx 3050 6g / windows 11,2689000.0,[G15-5535-R51TSSD],
pc portable dell latitude 5530 / i5-1235u / 8 go / 512 go ssd,2699000.0,[961605-5530],
pc portable lenovo thinkpad e14 gen 5 / i5-1335u / 8 go + sacoche lenovo t210 offerte,2699000.0,[21JK001TFE-2Y],
pc portable gamer dell g15 5530 / i5-13450hx / rtx 3050 6g / 16 go / 512 go ssd / noir,2699000.0,[G15-5530I5-3Y],
pc portable msi cyborg 15a12ve / i5-12450h / rtx 4050 6g / 8 go,2699000.0,[A12VE-463XFR],
pc portable dell latitude 3540 / i5-1335u de 13e gén / mx550 2g / 8 go / 512 go ssd,2709000.0,[3540I5-MX550],
pc portable lenovo thinkbook 16 g7 iml / ultra 7 155h / 24 go ddr5 / gris avec sac à dos offert,2719000.0,[21MS0013FE-2Y-24],
"pc portable hp envyx360 15-fe0002nk / i5-1335u / 8g / 512g / irisxe / 15.6"" / silver",2729000.0,[845G9EA],
pc portable gamer dell g15 5530 / i5-13450hx / rtx 3050 6g / 24 go / 512 go ssd / noir,2759000.0,[G15-5530I5-3Y-24],
pc portable msi cyborg 15a12ve / i5-12450h / rtx 4050 6g / 16 go,2759000.0,[A12VE-463XFR-16],
pc portable gamer msi thin 15 b13u / i5-13420h / rtx 3050 4g / 8 go / 512 go ssd / gris cosmos,2789000.0,[B13UCX-2605XFR],
pc portable hp x360 14-ek1006nk tactile / i7-1355u / 16 go,2799000.0,[886J0EA],
pc portable gamer dell g15 5530 / i5-13450hx / rtx 3050 6g / 32 go / 512 go ssd / noir,2799000.0,[G15-5530I5-3Y-32],
pc portable hp probook 450 g10 / i7-1355u / 8 go / 512 go ssd / argent,2799000.0,[9G2N5ET-2Y],
pc portable lenovo thinkbook 16 g7 iml / ultra 7 155h / 32 go ddr5 / gris avec sac à dos offert,2799000.0,[21MS0013FE-2Y-32],
pc portable dell latitude 5430 / i5 12è gén / 8 go / 512 go ssd,2799000.0,[5430-I5-512SSD],
pc portable dell latitude 5540 / i5 13è gén / 8 go,2839000.0,[5540-I5256],
pc portable gamer msi thin 15 b13u / i5-13420h / rtx 3050 4g / 16 go / 512 go ssd / gris cosmos,2845000.0,[B13UCX-2605XFR-16],
pc portable msi gaming gf 63 12udx-213xfr / i7 12è gén / rtx 3050 6g / 32 go,2859000.0,[GF63-12UDX-213XFR-32],
pc portable msi cyborg 15a12ve / i5-12450h / rtx 4050 6g / 24 go,2865000.0,[A12VE-463XFR-24],
pc portable hp probook 450 g10 / i7-1355u / 16 go / 512 go ssd / argent,2869000.0,[9G2N5ET-2Y-16],
pc portable msi gaming gf 63 12udx-213xfr / i7 12è gén / rtx 3050 6g / 32 go / windows 11 pro,2885000.0,[GF63-12U-213X-32-W],
pc portable gamer msi thin 15 b13u / i5-13420h / rtx 3050 4g / 24 go / 512 go ssd / gris cosmos,2889000.0,[B13UCX-2605XFR-24],
pc portable msi cyborg 15 a12ve 462xfr / i7-12650h / rtx 4050 6g / 8 go,2899000.0,[A12VE-462XFR],
pc portable dell latitude 3430 / i7 12è gén / 8 go,2899000.0,[LAT-3430-I7],
pc portable hp probook 450 g10 / i7-1355u / 24 go / 512 go ssd / argent,2909000.0,[9G2N5ET-2Y-24],
pc portable dell latitude 5520 / i5 11è gén / 8 go / 256 go ssd,2939000.0,[5520I5-SSD-3Y-W10P],
pc portable gamer msi thin 15 b13u / i5-13420h / rtx 3050 4g / 32 go / 512 go ssd / gris cosmos,2939000.0,[B13UCX-2605XFR-32],
pc portable dell gaming g15 5535 / ryzen 5 7640hs / 32 go / 1 to ssd / rtx 3050 6g / windows 11,2945000.0,[G15-5535-R5321TSSD],
pc portable msi cyborg 15a12ve / i5-12450h / rtx 4050 6g / 32 go,2949000.0,[A12VE-463XFR-32],
pc portable dell latitude 5440 / i5 13è gén / 8 go,2959000.0,[5440-I5256-3Y],
pc portable hp probook 450 g10 / i7-1355u / 32 go / 512 go ssd / argent,2969000.0,[9G2N5ET-2Y-32],
pc portable dell latitude 5550 / ultra 5 125u / 8 go ddr5 / 512 go ssd / silver,2975000.0,[LAT-5550-U5],
pc portable dell latitude 5440 / i5 13è gén / 8 go,2979000.0,[5440I51Y],
pc portable dell latitude 5420 / i5 11è gén / 8 go / 512 go ssd,2999000.0,[5420I5-3Y],
pc portable gamer msi thin 15 b12uc / i7-12650h / 16 go / 512 go ssd,2999000.0,[B12UC-1232XFR],
pc portable dell latitude 3420 / i7 11è gén / 8 go,2999000.0,[3420I7-256SSD],
pc portable msi gaming katana 15 / i5-12450h / rtx 3050 6g / 8 go,2999000.0,[B12UDXK-644XFR],
pc portable lenovo thinkpad e14 gen 4 / i7-1255u / 8 go + sacoche lenovo t210 offerte,2999000.0,[21E300AWFE-2Y],
pc portable thinkpad e16 i7-13700h / 16g 512ssd + avec sacoche offert,2999000.0,[21JN00CVFE-2Y],
pc portable lenovo ideapad flex 5 14iau7 / i7 12è gén / 8 go / bleu,3015000.0,[82R7006VFG],
pc portable gamer msi cyborg 15 a13v / i5-13420h / rtx 4050 6g / 8 go ddr5 / 512 go ssd / noir,3019000.0,[A13VE-1494XFR],
pc portable lenovo thinkpad e14 gen 4 / i7-1255u / 12 go + sacoche lenovo t210 offerte,3019000.0,[21E300AWFE-12],
pc portable lenovo thinkpad e15 gen 4 / i7-1255u / 8 go avec sac lenovo t210,3019000.0,[21E600ADFE-2Y],
