title,price
PC Portable Lenovo IdeaPad 1 15ALC7 / Ryzen 5 5500U / 8 Go / 512 Go SSD / Bleu / Windows 11 Avec Sacoche Lenovo Offerte  + Imprimante À Réservoir Intégré Couleur Epson L121,"1 529,000 DT"
PC PORTABLE LENOVO V15 I5-13420H 8G 512GSSD +  Sacoche  Offerte,"1 549,000 DT"
Pc Portable ASUS Vivobook 15 X1502ZA / i5-1235U / 16 Go / 512 Go SSD / Windows 11 Avec Sac à Dos Offert,"1 549,000 DT"
PC Portable Lenovo IdeaPad 1 15ALC7 / Ryzen 5 5500U / 12 Go / 512 Go SSD / Bleu / Windows 11 Avec Sacoche Lenovo Offerte + Imprimante À Réservoir Intégré Couleur Epson L121,"1 549,000 DT"
PC PORTABLE LENOVO V15 / I5-13420H / 12 Go / 512 Go SSD +  Sacoche  Offerte,"1 569,000 DT"
Pc Portable Lenovo IdeaPad 3 15IAU7 / i5-1235U / 24 Go / 512 Go SSD / Windows 11 / Gris,"1 569,000 DT"
Pc Portable DELL VOSTRO 3520 / i5-1235U / 32 Go / 512 Go SSD / Windows 11 Pro /  Noir,"1 575,000 DT"
Pc portable Asus ExpertBook B2 B2502CBA / I3-1215U /  64 Go / 512Go SSD / Windows 11 / Bleu,"1 584,000 DT"
PC Portable Lenovo IdeaPad 1 15ALC7 / Ryzen 5 5500U / 16 Go / 512 Go SSD / Bleu / Windows 11 Avec Sacoche Lenovo Offerte + Imprimante À Réservoir Intégré Couleur Epson L121,"1 585,000 DT"
Pc Portable Asus VivoBook 15 X1502VA / i5-13500H / 8 Go / Windows 11 / Silver,"1 589,000 DT"
Pc Portable Asus VivoBook 15 X1502VA / i5 13è Gén / 8 Go / Win11 / Bleu,"1 589,000 DT"
Pc Portable HP 250 G10 / Ryzen 5 7530U / 4 Go / 1 To SSD / Noir,"1 599,000 DT"
PC PORTABLE LENOVO V15 / I5-13420H / 16 Go / 512 Go SSD +  Sacoche  Offerte,"1 609,000 DT"
Pc Portable Asus VivoBook 15 X1502VA / i5-13500H / 12 Go / Windows 11 / Silver,"1 609,000 DT"
PC PORTABLE LENOVO V15 I5-13420H 8G 512GSSD / Windows 11  +  Sacoche  Offerte,"1 609,000 DT"
Pc Portable HP 15-fd0097nk / i5-1334U / 8 Go / 512 Go SSD / Noir,"1 619,000 DT"
Pc Portable HP 15-fd0093nk / i5-1334U / 8 Go / 512 Go SSD / Gold,"1 619,000 DT"
Pc Portable HP 15-fd0094nk / i5-1334U / 8 Go / 512 Go SSD / Bleu,"1 619,000 DT"
Pc Portable HP 15-fd0095nk / i5-1334U / 8 Go / 512 Go SSD / Silver,"1 619,000 DT"
PC Portable Lenovo IdeaPad 1 15ALC7 / Ryzen 5 5500U / 24 Go / 512 Go SSD / Bleu / Windows 11 Avec Sacoche Lenovo Offerte + Imprimante À Réservoir Intégré Couleur Epson L121,"1 629,000 DT"
Pc Portable HP 15-fd0094nk / i5-1334U / 12 Go / 512 Go SSD / Bleu,"1 635,000 DT"
Pc Portable HP 15-fd0093nk / i5-1334U / 12 Go / 512 Go SSD / Gold,"1 635,000 DT"
Pc Portable HP 15-fd0095nk / i5-1334U / 12 Go / 512 Go SSD / Silver,"1 639,000 DT"
Pc Portable Asus VivoBook 15 X1502VA / i5-13500H / 16 Go / Windows 11 / Silver,"1 649,000 DT"
PC PORTABLE LENOVO V15 / I5-13420H/ 24 Go / 512 Go SSD +  Sacoche  Offerte,"1 649,000 DT"
Pc Portable ASUS VivoBook 16 X1605VA / i5-13500H / 8 Go / 512 Go SSD,"1 659,000 DT"
Pc Portable HP 250 G10 / Ryzen 5 7530U / 8 Go / 1 To SSD / Noir,"1 659,000 DT"
PC PORTABLE  HP15-FD0041NK / i5-1334U / 8G 512SSD / Windows 11/ Gold,"1 659,000 DT"
PC PORTABLE  HP15-FD0041NK / i5-1334U / 8G 512SSD / Windows 11/ BLUE,"1 659,000 DT"
Pc Portable HP 15-fd0094nk / i5-1334U / 16 Go / 512 Go SSD / Bleu,"1 669,000 DT"
Pc Portable HP 15-fd0095nk / i5-1334U / 16 Go / 512 Go SSD / Silver,"1 669,000 DT"
Pc Portable HP 15-FD0022NK / I5-1335U / 8 Go / Windows 11 / Silver,"1 669,000 DT"
Pc Portable HP 15-fd0093nk / i5-1334U / 16 Go / 512 Go SSD / Gold,"1 669,000 DT"
Pc Portable HP 15-fd0097nk / i5-1334U / 16 Go / 512 Go SSD / Noir,"1 669,000 DT"
PC PORTABLE LENOVO V15 / I5-13420H / 16 Go / 512 Go SSD / Windows 11 +  Sacoche  Offerte,"1 669,000 DT"
Pc Portable HP 250 G10 / Ryzen 5 7530U / 12 Go / 1 To SSD / Noir,"1 669,000 DT"
PC PORTABLE  HP15-FD0041NK / i5-1334U / 12G 512SSD / Windows 11/ BLUE,"1 679,000 DT"
Pc Portable ASUS VivoBook 16 X1605VA / i5-13500H / 12 Go / 512 Go SSD,"1 679,000 DT"
PC PORTABLE  HP15-FD0041NK / i5-1334U / 12G 512SSD / Windows 11/ Gold,"1 679,000 DT"
Pc Portable Asus VivoBook 15 X1502VA / i5-13500H / 24 Go / Windows 11 / Silver,"1 689,000 DT"
Pc Portable HP 15-fd0093nk / i5-1334U / 12 Go / 512 Go SSD /  Windows 11 PRO /Gold,"1 695,000 DT"
Pc Portable HP 250 G10 / Ryzen 5 7530U / 16 Go / 1 To SSD / Noir,"1 699,000 DT"
Pc Portable Lenovo IdeaPad 1 15ALC7 / Ryzen 7 5700U / 8 Go / 512 Go SSD / Gris Avec SACOCHE LENOVO Offert,"1 699,000 DT"
Pc Portable HP 15-fd0095nk / i5-1334U / 12 Go / 512 Go SSD / Windows 11 Pro / Silver,"1 699,000 DT"
Pc Portable HP 15-fd0095nk / i5-1334U / 24 Go / 512 Go SSD / Silver,"1 715,000 DT"
Pc Portable HP 15-fd0094nk / i5-1334U / 24 Go / 512 Go SSD / Bleu,"1 715,000 DT"
PC PORTABLE  HP15-FD0041NK / i5-1334U / 16G 512SSD / Windows 11/ BLUE,"1 719,000 DT"
Pc Portable ASUS VivoBook 16 X1605VA / i5-13500H / 16 Go / 512 Go SSD,"1 719,000 DT"
Pc Portable Lenovo IdeaPad 1 15ALC7 / Ryzen 7 5700U / 12 Go / 512 Go SSD / Gris Avec SACOCHE LENOVO Offert,"1 719,000 DT"
Pc Portable HP 15-fd0093nk / i5-1334U / 24 Go / 512 Go SSD / Gold,"1 719,000 DT"
PC PORTABLE  HP15-FD0041NK / i5-1334U / 16G 512SSD / Windows 11/ Gold,"1 719,000 DT"
PC PORTABLE  HP15-FD0042NK / i5-1334U / 16G 512SSD / Windows 11/ Silver,"1 719,000 DT"
Pc Portable HP 15-fd0093nk / i5-1334U / 16 Go / 512 Go SSD / WINDOOWS 11 PRO / Gold,"1 729,000 DT"
PC portable Lenovo IdeaPad Slim 3 15ABR8 / Ryzen 7 7730U / 8 Go / Windows 11 / Gris,"1 729,000 DT"
Pc Portable HP 15-fd0095nk / i5-1334U / 16 Go / 512 Go SSD / Windows 11 Pro / Silver,"1 729,000 DT"
Pc Portable HP 250 G10 / Ryzen 5 7530U / 24 Go / 1 To SSD / Noir,"1 759,000 DT"
Pc Portable Lenovo IdeaPad 1 15ALC7 / Ryzen 7 5700U / 16 Go / 512 Go SSD / Gris Avec SACOCHE LENOVO Offert,"1 759,000 DT"
PC PORTABLE  HP15-FD0041NK / i5-1334U / 24G 512SSD / Windows 11/ BLUE,"1 759,000 DT"
Pc Portable ASUS VivoBook 16 X1605VA / i5-13500H / 24 Go / 512 Go SSD,"1 759,000 DT"
PC PORTABLE  HP15-FD0041NK / i5-1334U / 24G 512SSD / Windows 11/ Gold,"1 759,000 DT"
Pc Portable HP 15-fd0095nk / i5-1334U / 24 Go / 512 Go SSD / Windows 11 Pro / Silver,"1 775,000 DT"
Pc Portable HP 250 G10 / Ryzen 5 7530U / 32 Go / 1 To SSD / Noir,"1 799,000 DT"
Pc Portable Lenovo IdeaPad 1 15ALC7 / Ryzen 7 5700U / 24 Go / 512 Go SSD / Gris Avec SACOCHE LENOVO Offert,"1 799,000 DT"
Pc Portable DELL Vostro 3530 / i5-1335U / 8 Go / Noir,"1 799,000 DT"
Pc Portable dynabook SATTELITE PRO L50-J-10Z / i5 11é Gén / 8 Go / Noir,"1 813,000 DT"
Pc Portable dynabook SATTELITE PRO L50-J-10D / i5 11é Gén / 8 Go,"1 813,000 DT"
Pc Portable DELL Vostro 3530 / i5-1335U / 12 Go / Noir,"1 819,000 DT"
Pc Portable HP 15-fd0097nk / i5-1334U / 32 Go / 512 Go SSD / Noir,"1 824,000 DT"
Pc Portable HP ProBook 455 G9 / AMD Ryzen 5 / 8 Go,"1 829,000 DT"
PC PORTABLE HP 14-ep0002nk / i5 13è Gén / 8 Go,"1 845,000 DT"
Pc Portable DELL Vostro 3530 / i5-1335U / 16 Go / Noir,"1 859,000 DT"
Pc Portable DELL VOSTRO 3520 / i7-1255U / 8 Go / 512 Go SSD / Noir,"1 859,000 DT"
Pc Portable HP 15-FD0032NK / I5-1335U / 8 Go / Windows 11 / Bleu,"1 869,000 DT"
Pc Portable DELL VOSTRO 3520 / i7-1255U / 12 Go / 512 Go SSD / Noir,"1 879,000 DT"
Pc Portable Asus VivoBook S15 M3502QA / Ryzen 5 5600H / 8 Go / Win11 / Vert,"1 889,000 DT"
Pc Portable HP ProBook 455 G9 / AMD Ryzen 5 / 16 Go,"1 889,000 DT"
Pc Portable DELL Vostro 3530 / i5-1335U / 24 Go / Noir,"1 899,000 DT"
Pc Portable DELL Vostro 3530 / i5-1335U / 8 Go / 512 Go SSD / Noir,"1 905,000 DT"
Pc Portable DELL Vostro 3530 / i5-1335U / 16 Go / Noir / Windows 11 Pro,"1 907,000 DT"
Pc Portable ASUS VivoBook 16 X1605VA / i5-13500H / 40 Go / 512 Go SSD,"1 909,000 DT"
Pc portable Lenovo Ideapad Flex 5 14ALC7 / Ryen 5 5500U / 8 Go / Gris + Stylet Numérique,"1 909,000 DT"
Pc Portable HP 15-fd0045nk / i5-1334U / MX570A 2G / 12 Go / Windows 11 / Gold + Sac à dos HP Offert,"1 909,000 DT"
Pc Portable DELL VOSTRO 3520 / i7-1255U / 16 Go / 512 Go SSD / Noir,"1 919,000 DT"
Pc Portable HP 15-fc0014nk / Ryzen 7 7730U / 8 Go / 512 Go SSD / Windows 11 / Silver,"1 929,000 DT"
Pc Portable HP 15-fd0045nk / i5-1334U / MX570A 2G / 16 Go / Windows 11 / Gold,"1 929,000 DT"
Pc Portable HP HP 250 G10 / i5-1334U / 8 Go / 512 Go SSD / Noir,"1 929,000 DT"
Pc Portable HP ProBook 455 G9 / AMD Ryzen 5 / 24 Go,"1 929,000 DT"
Pc Portable Lenovo ThinkBook 16 G6 IRL / i5-1335U / 16 Go DDR5 / 512 Go SSD / Windows 11 Pro / Gris Avec SACOCHE LENOVO Offert,"1 954,000 DT"
Pc Portable DELL VOSTRO 3520 / i7-1255U / 24 Go / 512 Go SSD / Noir,"1 959,000 DT"
PC PORTABLE LENOVO IP1 / 15IAU7 I7-1255U / 8G 512SSD /  AVEC SACOCHE OFFERT,"1 969,000 DT"
PC Portable Lenovo IdeaPad Gaming 3 / Ryzen 5 5500H / RTX 2050 4G / 144Hz  / 16 Go / 512 Go SSD / Noir,"1 969,000 DT"
Pc Portable HP ProBook 455 G9 / AMD Ryzen 5 / 32 Go,"1 979,000 DT"
Pc Portable Asus VivoBook 17 X1704VA / i5 13è Gén / 8 Go / Win11 / Silver,"1 979,000 DT"
Pc Portable Asus VivoBook 17 X1704VA / i5 13è Gén / 8 Go / Win11 / Bleu,"1 979,000 DT"
PC Portable Dell Latitude 3530 / i5 12è Gén / 8 Go / 512 Go SSD,"1 989,000 DT"
PC PORTABLE LENOVO IP1 / 15IAU7 I7-1255U / 12G 512SSD /  AVEC SACOCHE OFFERT,"1 989,000 DT"
Pc Portable HP 15-fc0014nk / Ryzen 7 7730U / 12 Go / 512 Go SSD / Windows 11 / Silver,"1 989,000 DT"
Pc Portable DELL Vostro 3530 / i5-1335U / 32 Go / Noir,"1 995,000 DT"
Pc Portable Asus VivoBook 17 X1704VA / i5 13è Gén / 12 Go / Win11 / Bleu,"1 999,000 DT"
Pc Portable Lenovo IdeaPad Flex 5 14ABR8 / Ryzen 5 7530U / 8 Go / 512 Go SSD / Windows 11 / Gris,"1 999,000 DT"
"Pc portable Dell Latitude 3540 / I5 13è Gén / 8 Go 256SSD 15.6"" FHD","1 999,000 DT"
Pc Portable HP ProBook 440 G9  / i5-1235U 12e Gén / 8 Go / Silver,"1 999,000 DT"
Pc Portable Asus VivoBook 17 X1704VA / i5 13è Gén / 12 Go / Win11 / Silver,"1 999,000 DT"
Pc Portable Huawei MateBook D15 BOHRD-WDH9DL / i5 11è Gén / 8 Go + Souris Huawei Bluetooth + Routeur Huawei + Adaptateur Multiports,"1 999,000 DT"
PC Portable HP 15s-FQ5000NK / i7-1255U / 8 Go / Silver,"2 009,000 DT"
Pc Portable DELL VOSTRO 3520 / i7-1255U / 32 Go / 512 Go SSD / Noir,"2 014,000 DT"
Pc Portable HP ProBook 440 G9 / i5-1235U 12e Gén / 12 Go / Silver,"2 019,000 DT"
Pc Portable Asus VivoBook 17 X1704VA / i5 13è Gén / 16 Go / Win11 / Bleu,"2 019,000 DT"
Pc Portable Asus VivoBook 17 X1704VA / i5 13è Gén / 16 Go / Win11 / Silver,"2 019,000 DT"
Pc Portable HP 15-FD0033NK / I5-1335U / 32 Go / Windows 11 / SILVER,"2 019,000 DT"
PC Portable Lenovo IdeaPad Gaming 3 / Ryzen 5 5500H / RTX 2050 4G / 144Hz / 24 Go / 512 Go SSD / Noir,"2 029,000 DT"
PC PORTABLE LENOVO IP1 / 15IAU7 I7-1255U / 16G 512SSD /  AVEC SACOCHE OFFERT,"2 029,000 DT"
PC PORTABLE LENOVO IDEAPAD GAMING 3 15ACH6 AMD RYZEN 5 / 16GO / RTX 2050 /  NOIR,"2 039,000 DT"
Pc Portable Asus VivoBook 17 X1704VA / i5 13è Gén / 24 Go / Win11 / Bleu,"2 059,000 DT"
Pc Portable HP ProBook 440 G9 / i5-1235U 12e Gén / 16 Go / Silver,"2 059,000 DT"
Pc Portable Asus VivoBook 17 X1704VA / i5 13è Gén / 24 Go / Win11 / Silver,"2 059,000 DT"
PC PORTABLE LENOVO IP1 / 15IAU7 I7-1255U / 24G 512SSD /  AVEC SACOCHE OFFERT,"2 069,000 DT"
PC Portable Lenovo IdeaPad Gaming 3 / Ryzen 5 5500H / RTX 2050 4G / 144Hz / 32 Go / 512 Go SSD / Noir,"2 069,000 DT"
Pc Portable DELL Inspiron 15 3530 / i5-1335U / MX550 2G / 8 Go / 512 Go / Windows 11 / Silver,"2 079,000 DT"
PC Portable MSI Thin GF63 12UCX 682XFR / i5-12450H / RTX 2050 4G / 8 Go,"2 079,000 DT"
PC PORTABLE LENOVO IDEAPAD GAMING 3 15ACH6 AMD RYZEN 5 / 24GO / RTX 2050 /  NOIR,"2 095,000 DT"
Pc Portable HP ProBook 440 G9 / i5-1235U 12e Gén / 24 Go / Silver,"2 099,000 DT"
Pc Portable Asus VivoBook 15 X1502VA / i7 13è Gén / 8 Go / Win11 / Silver,"2 099,000 DT"
PC Portable ASUS TUF Gaming A15 FA506NF / Ryzen 5 7535HS / RTX 2050 4G / 8 Go / Windows 11 / Noir,"2 099,000 DT"
PC Portable MSI Thin GF63 12UCX 682XFR / i5-12450H / RTX 2050 4G / 12 Go,"2 099,000 DT"
Pc Portable Asus VivoBook 15 X1502VA / i7 13è Gén / 8 Go / Win11 / Bleu,"2 099,000 DT"
Pc Portable Asus VivoBook 15 X1502VA / i7 13è Gén / 12 Go / Win11 / Bleu,"2 119,000 DT"
PC Portable HP ProBook 450 G8 / i5 11è Gén / 256 Go SSD / 4 Go,"2 129,000 DT"
PC Portable MSI Thin GF63 12UCX / i5-12450H / RTX 2050 4G / 8 Go  + Sac à dos G34 Offert,"2 129,000 DT"
PC PORTABLE LENOVO IDEAPAD GAMING 3 15ACH6 AMD RYZEN 5 / 32GO / RTX 2050 /  NOIR,"2 135,000 DT"
PC Portable MSI Thin GF63 12UCX 682XFR / i5-12450H / RTX 2050 4G / 16 Go,"2 139,000 DT"
PC PORTABLE LENOVO FLEX5   / i5 1235U / 8 Go / 512SSD Gris,"2 139,000 DT"
Pc Portable ASUS VivoBook 16 X1605VA / i7-13700H / 8 Go / 512 Go SSD,"2 139,000 DT"
PC Portable MSI Thin GF63 12UCX 682XFR / i5-12450H / RTX 2050 4G / 8 Go / Windows 11 Pro,"2 145,000 DT"
PC Portable HP15-FD0021NK / i7 13è Gén  / 8 Go / WIN11 / Bleu,"2 149,000 DT"
Pc Portable Gamer Lenovo LOQ 15IRH8 / i5-12450H / RTX 2050 4G / 8 Go / Windows 11 / Gris / Avec Souris RVB Lenovo LOQ M100,"2 149,000 DT"
PC Portable Lenovo Ideapad Flex 5 14IAU7 / i5 1235U / 8 Go / Bleu,"2 149,000 DT"
PC Portable HP15-FD0020NK / i7 13è Gén  / 8 Go / WIN11 / Gold,"2 149,000 DT"
PC Portable MSI Thin GF63 12UCX-682XFR / i5-12450H / RTX 2050 4G / 12 Go  + Sac à dos G34 Offert,"2 149,000 DT"
PC Portable MSI Thin GF63 12UCX 682XFR / i5-12450H / RTX 2050 4G / 20 Go,"2 149,000 DT"
Pc Portable HP ProBook 440 G9 / i5-1235U 12e Gén / 32 Go / Silver,"2 154,000 DT"
Pc Portable Dell Latitude 3540 / i5-1335U / 8 Go / 512 Go SSD,"2 155,000 DT"
"Pc portable Dell Latitude 3540 / I5 13è Gén / 32 Go 256SSD 15.6"" FHD","2 155,000 DT"
Pc Portable Asus VivoBook 15 X1502VA / i7 13è Gén / 16 Go / Win11 / Bleu,"2 159,000 DT"
Pc Portable Lenovo ThinkBook 16 G6 IRL / i7-13700H / 8 Go DDR5 / 512 Go SSD / Gris Avec SACOCHE LENOVO Offert,"2 159,000 DT"
PC portable Lenovo LOQ 15IRH8 / i5-12450H / RTX 2050 4G / 8 Go / Gris / Windows 11 Pro Avec Souris RVB Lenovo LOQ M100,"2 159,000 DT"
Pc Portable ASUS VivoBook 16 X1605VA / i7-13700H / 12 Go / 512 Go SSD,"2 159,000 DT"
Pc Portable Asus VivoBook 15 X1502VA / i7 13è Gén / 16 Go / Win11 / Silver,"2 159,000 DT"
PC Portable MSI Thin GF63 12UCX 682XFR / i5-12450H / RTX 2050 4G / 12 Go / Windows 11 Pro,"2 169,000 DT"
Pc Portable Dell Latitude 3540 / i5-1335U / 12 Go / 512 Go SSD,"2 175,000 DT"
PC Portable MSI Thin GF63 12UCX 682XFR / i5-12450H / RTX 2050 4G / 24 Go,"2 175,000 DT"
PC portable Lenovo LOQ 15IRH8 / i5-12450H / RTX 2050 4G / 16 Go / Gris Avec Souris RVB Lenovo LOQ M100,"2 179,000 DT"
Pc Portable HP 15-fd0286nk / i7-1355U / 8 Go / 512 Go SSD / Silver,"2 185,000 DT"
PC Portable HP Pavilion X360 Convertible / I5 12è Gén / 8 Go / Windows 11 / Silver,"2 189,000 DT"
PC Portable HP14-ek1001nk / i5 13è Gén  / 8 Go / WIN11 / Silver,"2 189,000 DT"
PC Portable MSI Thin GF63 12UCX-682XFR / i5-12450H / RTX 2050 4G / 16 Go  + Sac à dos G34 Offert,"2 189,000 DT"
PC Portable ASUS TUF Gaming A15 FA506NF / Ryzen 5 7535HS / RTX 2050 4G / 16 Go / Windows 11 / Noir,"2 195,000 DT"
Pc Portable Gamer ASUS Vivobook 16X S3605ZF / i5-12500H / RTX 2050 4G / 8 Go / 512 Go / Windows 11 / Noir,"2 199,000 DT"
Pc Portable Asus VivoBook 15 X1502VA / i7 13è Gén / 24 Go / Win11 / Silver,"2 199,000 DT"
Pc Portable ASUS VivoBook 16 X1605VA / i7-13700H / 16 Go / 512 Go SSD,"2 199,000 DT"
Pc Portable Asus VivoBook 15 X1502VA / i7 13è Gén / 24 Go / Win11 / Bleu,"2 199,000 DT"
Pc Portable HP 15-fd0286nk / i7-1355U / 12 Go / 512 Go SSD / Silver,"2 205,000 DT"
PC Portable MSI Thin GF63 12UCX / i5-12450H / RTX 2050 4G / 8 Go  + Sac à dos G34 Offert / Windows 11 Pro,"2 209,000 DT"
Pc Portable Dell Latitude 3540 / i5-1335U / 16 Go / 512 Go SSD,"2 215,000 DT"
Pc Portable Gamer Lenovo LOQ 15IRH8 / i5-12450H / RTX 2050 4G / 16 Go / Windows 11 / Gris / Avec Souris RVB Lenovo LOQ M100,"2 225,000 DT"
Pc Portable Dell Latitude 3540 / i5-1335U / 20 Go / 512 Go SSD,"2 229,000 DT"
PC Portable MSI Thin GF63 12UCX 682XFR / i5-12450H / RTX 2050 4G / 32 Go,"2 229,000 DT"
PC Portable MSI Thin GF63 12UCX-682XFR / i5-12450H / RTX 2050 4G / 20 Go  + Sac à dos G34 Offert,"2 239,000 DT"
Pc Portable ASUS VivoBook 16 X1605VA / i7-13700H / 24 Go / 512 Go SSD,"2 239,000 DT"
PC Portable MSI Thin GF63 12UCX-682XFR / i5-12450H / RTX 2050 4G / 12 Go  + Sac à dos G34 Offert / Windows 11 Pro,"2 239,000 DT"
Pc portable Asus TUF Gaming FX506HF / i5 11é Gén / 8 Go / RTX 2050 4G,"2 239,000 DT"
Pc Portable HP 15-fd0286nk / i7-1355U / 16 Go / 512 Go SSD / Silver,"2 245,000 DT"
Pc Portable Dell Latitude 3540 / i5-1335U / 24 Go / 512 Go SSD,"2 255,000 DT"
Pc Portable Asus VivoBook 15 X1502VA / i9 13è Gén / 8 Go / Win11 / Silver,"2 259,000 DT"
Pc Portable ASUS VivoBook 15 X1502VA / i9-13900H / 8 Go / 512 Go SSD / Windows 11 / Bleu,"2 259,000 DT"
PC Portable MSI Thin GF63 12UCX-682XFR / i5-12450H / RTX 2050 4G / 24 Go  + Sac à dos G34 Offert,"2 259,000 DT"
PC Portable MSI Thin GF63 12UCX-682XFR / i5-12450H / RTX 2050 4G / 16 Go  + Sac à dos G34 Offert / Windows 11 Pro,"2 269,000 DT"
Pc portable Asus Zenbook 14 UM425QA / Ryzen 7 5800H / 8 Go,"2 269,000 DT"
Pc Portable HP ProBook 450 G9 / i5 12è Gén / 8 Go / Silver,"2 275,000 DT"
Pc Portable DELL Vostro 3530 / i7-1355U / 8 Go / Noir,"2 275,000 DT"
Pc Portable HP ProBook 440 G9 / i5-1235U 12e Gén / 8 Go / Silver,"2 279,000 DT"
Pc Portable Asus VivoBook 15 X1502VA / i9 13è Gén / 12 Go / Win11 / Silver,"2 279,000 DT"
Pc Portable Gamer LENOVO LOQ 15IAX9 / i5 12è Gén / 16 Go,"2 279,000 DT"
Pc Portable ASUS VivoBook 15 X1502VA / i9-13900H / 12 Go / 512 Go SSD / Windows 11 / Bleu,"2 279,000 DT"
Pc Portable HP 15-fd0286nk / i7-1355U / 24 Go / 512 Go SSD / Silver,"2 285,000 DT"
Pc Portable Dell Latitude 3520 / i5 11è Gén / 8 Go,"2 289,000 DT"
Pc Portable DELL Vostro 3530 / i7-1355U / 12 Go / Noir,"2 295,000 DT"
Pc Portable Gamer Lenovo LOQ 15IRH8 / i5-12450H / RTX 2050 4G / 24 Go / Windows 11 / Gris / Avec Souris RVB Lenovo LOQ M100,"2 295,000 DT"
PC Portable HP Pavilion X360 2en1 14-ek1002nk / i5 13è Gén  / 8 Go / WIN11 / Bleu,"2 299,000 DT"
Pc Portable ASUS Vivobook 16X S3605ZF / i7-12700H / 8 Go / 512 Go / Windows 11 / Noir Avec Sac à DOS ASUS,"2 299,000 DT"
PC Portable MSI Thin GF63 12UCX-682XFR / i5-12450H / RTX 2050 4G / 32 Go + Sac à dos G34 Offert,"2 299,000 DT"
Pc portable MSI Gaming GF63 Thin 11SC 612X / i7 11è Gén / 8 Go / GTX 1650 4G / Windows 11 Pro,"2 299,000 DT"
PC Portable ASUS TUF Gaming A15 FA506NF / Ryzen 5 7535HS / RTX 2050 4G / 24 Go / Windows 11 / Noir,"2 299,000 DT"
Pc Portable Gamer ASUS Vivobook 16X S3605ZF / i5-12500H / RTX 2050 4G / 12 Go / 512 Go / Windows 11 / Noir,"2 305,000 DT"
Pc Portable Asus VivoBook 15 X1502VA / i9 13è Gén / 16 Go / Win11 / Silver,"2 309,000 DT"
Pc Portable Dell Latitude 3540 / i5-1335U / 32 Go / 512 Go SSD,"2 309,000 DT"
Pc Portable ASUS VivoBook 15 X1502VA / i9-13900H / 16 Go / 512 Go SSD / Windows 11 / Bleu,"2 309,000 DT"
PC portable Lenovo LOQ 15IRH8 / i5-12450H / RTX 2050 4G / 32 Go / Gris Avec Souris RVB Lenovo LOQ M100,"2 319,000 DT"
PC Portable HP Pavilion X360 Convertible / I5 12è Gén / 24 Go / Windows 11 / Silver,"2 321,000 DT"
Pc portable Lenovo Ideapad Flex 5 14ALC7 / Ryen 7 5700U / 8 Go / Gris,"2 325,000 DT"
Pc Portable Gamer ASUS Vivobook 16X S3605ZF / i5-12500H / RTX 2050 4G / 16 Go / 512 Go / Windows 11 / Noir,"2 339,000 DT"
Pc Portable Gamer LENOVO LOQ 15IAX9 / i5 12è Gén / 24 Go / RTX 2050 4G,"2 349,000 DT"
PC Portable Asus ExpertBook B1 B1500CEP / i5 11è Gén / 8 Go / Noir,"2 349,000 DT"
Pc Portable Lenovo ThinkBook 16 G6 IRL / i7-13700H / 24 Go DDR5 / 512 Go SSD / Gris Avec SACOCHE LENOVO Offert,"2 359,000 DT"
"Pc Portable HP ProBook 450 / i5-1335U / 8 Go / 256 Go SSD / Argent Avec Sacoche HP 15.6"" Offerte","2 359,000 DT"
Pc Portable ASUS VivoBook 15 X1502VA / i9-13900H / 24 Go / 512 Go SSD / Windows 11 / Bleu,"2 359,000 DT"
PC Portable ASUS TUF Gaming A15 FA506NF / Ryzen 5 7535HS / RTX 2050 4G / 32 Go / Windows 11 / Noir,"2 359,000 DT"
Pc Portable Asus VivoBook 15 X1502VA / i9 13è Gén / 24 Go / Win11 / Silver,"2 359,000 DT"
Pc Portable ASUS Vivobook 16X S3605ZF / i7-12700H / 16 Go / 512 Go / Windows 11 / Noir Avec Sac à DOS ASUS,"2 359,000 DT"
PC Portable Lenovo IdeaPad Flex 5 14ABR8 / Ryzen 5 7530U / 8 Go / 512 Go SSD / Windows 11 / Gris,"2 365,000 DT"
PC Portable MSI Thin GF63 12UCX 681XFR / i7-12650H / RTX 2050 4G / 12 Go,"2 369,000 DT"
Pc Portable HP 15-fd0127nk / i7-1355U / 16 Go / 1 To SSD / Silver,"2 369,000 DT"
Pc Portable Gamer Lenovo LOQ 15IRH8 / i5-12450H / RTX 2050 4G / 32 Go / Windows 11 / Gris / Avec Souris RVB Lenovo LOQ M100,"2 369,000 DT"
Pc Portable Gamer ASUS Vivobook 16X S3605ZF / i5-12500H / RTX 2050 4G / 24 Go / 512 Go / Windows 11 / Noir,"2 379,000 DT"
"Pc Portable HP ProBook 450 / i5-1335U / 12 Go / 256 Go SSD / Argent Avec Sacoche HP 15.6"" Offerte","2 379,000 DT"
Pc Portable ASUS VivoBook 16 X1605VA / i7-13700H /  40 Go / 512 Go SSD,"2 389,000 DT"
Pc Portable Gamer LENOVO LOQ 15IAX9 / i5 12è Gén / 32 Go / RTX 2050 4G,"2 399,000 DT"
Pc Portable ASUS Vivobook 16X S3605ZF / i7-12700H / 24 Go / 512 Go / Windows 11 / Noir Avec Sac à DOS ASUS,"2 399,000 DT"
PC Portable MSI Thin GF63 12UCX 681XFR / i7-12650H / RTX 2050 4G / 8 Go + Sac à Dos MSI G34 Offert,"2 399,000 DT"
PC Portable HP15-fd0017nk / i7 13è Gén  / 8 Go / WIN11 / Gold,"2 399,000 DT"
